year,region,rayon,dem,prorus
2012,Серединний пояс,Згурівський район,0.6036,0.3382
2012,Серединний пояс,Дунаєвецький район,0.6037,0.3476
2012,Серединний пояс,Славутський район,0.6045,0.3426
2012,Серединний пояс,м. Світловодськ,0.6049,0.3594
2012,Серединний пояс,Брусилівський район,0.6062,0.3369
2012,Серединний пояс,Полтавський район,0.6063,0.3486
2012,Серединний пояс,Волочиський район,0.6072,0.3519
2012,Серединний пояс,Новоукраїнський район,0.6074,0.3374
2012,Серединний пояс,Переяслав-Хмельницький район,0.6088,0.3383
2012,Серединний пояс,Лугинський район,0.6094,0.3400
2012,Серединний пояс,Зіньківський район,0.6113,0.3374
2012,Серединний пояс,Чуднівський район,0.6113,0.3341
2012,Серединний пояс,Хорольський район,0.6114,0.3288
2012,Серединний пояс,Білогірський район ,0.6116,0.3405
2012,Серединний пояс,Чигиринський район,0.6133,0.3293
2012,Серединний пояс,м. Сміла,0.6138,0.3351
2012,Серединний пояс,Яготинський район,0.6160,0.3322
2012,Серединний пояс,Драбівський район,0.6171,0.3271
2012,Серединний пояс,Монастирищенський район,0.6187,0.3356
2012,Серединний пояс,Погребищенський район,0.6201,0.3295
2012,Серединний пояс,Оратівський район,0.6217,0.3339
2012,Серединний пояс,Бердичівський район,0.6224,0.3085
2012,Серединний пояс,м. Кіровоград,0.6226,0.3354
2012,Серединний пояс,Лубенський район,0.6231,0.3229
2012,Серединний пояс,Гадяцький район,0.6259,0.3046
2012,Серединний пояс,Кам'янець-Подільський район,0.6276,0.3301
2012,Серединний пояс,Старосинявський район,0.6277,0.3106
2012,Серединний пояс,м. Полтава,0.6279,0.3263
2012,Серединний пояс,Корсунь-Шевченківський район,0.6282,0.3193
2012,Серединний пояс,Могилів-Подільський район,0.6285,0.3116
2012,Серединний пояс,Диканський район,0.6300,0.3287
2012,Серединний пояс,м. Лубни,0.6304,0.3252
2012,Серединний пояс,Попільнянський район,0.6305,0.3165
2012,Серединний пояс,Хотинський район,0.6318,0.3034
2012,Серединний пояс,Ізяславський район,0.6320,0.3024
2012,Серединний пояс,Христинівський район,0.6327,0.3100
2012,Серединний пояс,Таращанський район,0.6328,0.3018
2012,Серединний пояс,м. Березань,0.6333,0.3210
2012,Серединний пояс,Летичівський район,0.6334,0.3152
2012,Серединний пояс,Деражнянський район,0.6339,0.2993
2012,Серединний пояс,Іллінецький район,0.6366,0.3245
2012,Серединний пояс,м. Ватутіне,0.6367,0.3147
2012,Серединний пояс,Ульянівський район,0.6374,0.3132
2012,Серединний пояс,Золотоніський район,0.6379,0.3125
2012,Серединний пояс,Липовецький район,0.6403,0.3191
2012,Серединний пояс,Чечельницький район,0.6405,0.3072
2012,Серединний пояс,Вишгородський район,0.6408,0.3117
2012,Серединний пояс,Кам'янський район,0.6411,0.2804
2012,Серединний пояс,Тетіївський район,0.6418,0.3079
2012,Серединний пояс,м. Жмеринка,0.6419,0.3176
2012,Серединний пояс,Городищенський район,0.6423,0.3092
2012,Серединний пояс,Шаргородський район,0.6423,0.3000
2012,Серединний пояс,м. Васильків,0.6457,0.2970
2012,Серединний пояс,Голованівський район,0.6467,0.3126
2012,Серединний пояс,Барський район,0.6476,0.3107
2012,Серединний пояс,Теплицький район,0.6486,0.2938
2012,Серединний пояс,Глибоцький район,0.6511,0.2940
2012,Серединний пояс,Андрушівський район,0.6533,0.2800
2012,Серединний пояс,Теофіпольський район,0.6568,0.2945
2012,Серединний пояс,Гребінківський район,0.6576,0.2757
2012,Серединний пояс,м. Шепетівка,0.6599,0.3025
2012,Серединний пояс,Тростянецький район,0.6613,0.2825
2012,Серединний пояс,м. Могилів-Подільський,0.6632,0.3133
2012,Серединний пояс,Городоцький район,0.6632,0.2771
2012,Серединний пояс,Таврівський райрн,0.6645,0.2838
2012,Серединний пояс,Немирівський район,0.6656,0.2864
2012,Серединний пояс,Хмельницький район,0.6672,0.2832
2012,Серединний пояс,м. Бердичів,0.6676,0.2834
2012,Серединний пояс,Коростенський район,0.6694,0.2866
2012,Серединний пояс,Пирятинський район,0.6696,0.2590
2012,Серединний пояс,м. Житомир,0.6718,0.2892
2012,Серединний пояс,Полонський район,0.6721,0.2818
2012,Серединний пояс,Білоцерківський район,0.6756,0.2689
2012,Серединний пояс,Ставищенський район,0.6760,0.2619
2012,Серединний пояс,Красилівський район,0.6769,0.2747
2012,Серединний пояс,м. Старокостянтинів,0.6797,0.2822
2012,Серединний пояс,Хмільницький район,0.6815,0.2521
2012,Серединний пояс,м. Переяслав-Хмельницький,0.6840,0.2474
2012,Серединний пояс,Путильський район,0.6845,0.2543
2012,Серединний пояс,Києво-Святошинський район,0.6845,0.2892
2012,Серединний пояс,Шполянський район,0.6847,0.2650
2012,Серединний пояс,Баришівський район,0.6856,0.2692
2012,Серединний пояс,Рокитнянський район,0.6875,0.2504
2012,Серединний пояс,м. Славута,0.6901,0.2694
2012,Серединний пояс,Гайсинський район,0.6911,0.2470
2012,Серединний пояс,м. Новодністровськ,0.6931,0.2782
2012,Серединний пояс,Бородянський район,0.6935,0.2691
2012,Серединний пояс,м. Умань,0.6936,0.2629
2012,Серединний пояс,Черкаський район,0.6937,0.2507
2012,Серединний пояс,Володарський район,0.6950,0.2660
2012,Серединний пояс,м. Черкаси,0.6954,0.2672
2012,Серединний пояс,Сквирський район,0.6957,0.2574
2012,Серединний пояс,Лохвицький район,0.6960,0.2491
2012,Серединний пояс,Олевський район,0.6974,0.2453
2012,Серединний пояс,Лисянський район,0.6980,0.2406
2012,Серединний пояс,м. Ірпінь,0.7004,0.2532
2012,Серединний пояс,Маньківський район,0.7011,0.2380
2012,Серединний пояс,Тульчинський район,0.7019,0.2469
2012,Серединний пояс,Бориспільський район,0.7023,0.2572
2012,Серединний пояс,м. Фастів,0.7057,0.2522
2012,Серединний пояс,Фастівський район ,0.7057,0.2522
2012,Серединний пояс,м. Київ (Печерський район),0.7062,0.2528
2012,Серединний пояс,м. Ладижин,0.7068,0.2511
2012,Серединний пояс,Обухівський район,0.7082,0.2504
2012,Серединний пояс,м. Золотоноша,0.7085,0.2500
2012,Серединний пояс,Броварський район,0.7093,0.2515
2012,Серединний пояс,Бершадський район,0.7150,0.2332
2012,Серединний пояс,Ружинський район,0.7161,0.2161
2012,Серединний пояс,м. Київ (Шевченківський район),0.7200,0.2372
2012,Серединний пояс,м. Канів,0.7206,0.2452
2012,Серединний пояс,Тальнівський район,0.7243,0.2256
2012,Серединний пояс,Козятинський район,0.7247,0.2118
2012,Серединний пояс,Томашпільський  район,0.7269,0.2291
2012,Серединний пояс,м. Київ (Солом'янський район),0.7278,0.2306
2012,Серединний пояс,Вінницький район,0.7282,0.2344
2012,Серединний пояс,Жашківський район,0.7310,0.2235
2012,Серединний пояс,м. Київ (Дніпровський район),0.7373,0.2193
2012,Серединний пояс,м. Біла Церква,0.7373,0.2204
2012,Серединний пояс,м. Чернівці,0.7381,0.2261
2012,Серединний пояс,м. Бориспіль,0.7382,0.2183
2012,Серединний пояс,Калинівський район,0.7388,0.1981
2012,Серединний пояс,м. Київ (Оболонський район),0.7389,0.2172
2012,Серединний пояс,Звенигородський район,0.7395,0.2094
2012,Серединний пояс,м. Кам'янець-Подільський,0.7432,0.2256
2012,Серединний пояс,Сторожинецький район,0.7437,0.1927
2012,Серединний пояс,м. Київ (Голосіївський район),0.7502,0.2106
2012,Серединний пояс,м. Київ (Подільський район),0.7506,0.2028
2012,Серединний пояс,Заставнівський район,0.7583,0.1790
2012,Серединний пояс,м. Бровари,0.7589,0.2036
2012,Серединний пояс,м. Київ (Деснянський район),0.7614,0.1994
2012,Серединний пояс,Макарівський район,0.7616,0.1904
2012,Серединний пояс,м. Київ (Святошинський район),0.7640,0.1920
2012,Серединний пояс,м. Вінниця,0.7646,0.2011
2012,Серединний пояс,м. Київ (Дарницький район),0.7665,0.1906
2012,Серединний пояс,м. Козятин,0.7674,0.1717
2012,Серединний пояс,м. Хмельницький,0.7824,0.1876
2012,Серединний пояс,м. Хмільник,0.7934,0.1634
2012,Серединний пояс,м. Нетішин,0.8052,0.1606
2012,Серединний пояс,Кіцманський район,0.8268,0.1366
2012,Серединний пояс,Вижницький район,0.8294,0.1269
2014,Серединний пояс,Барський район,0.8663,0.0537
2014,Серединний пояс,Бершадський район,0.8809,0.0389
2014,Серединний пояс,Вінницький район,0.8935,0.0333
2014,Серединний пояс,Гайсинський район,0.8647,0.0549
2014,Серединний пояс,Жмеринський район,0.8118,0.0650
2014,Серединний пояс,Іллінецький район,0.8641,0.0403
2014,Серединний пояс,Калинівський район,0.8754,0.0391
2014,Серединний пояс,Козятинський район,0.8635,0.0387
2014,Серединний пояс,Крижопільський район,0.8483,0.0431
2014,Серединний пояс,Липовецький район,0.8685,0.0517
2014,Серединний пояс,Літинський,0.8451,0.0635
2014,Серединний пояс,Могилів-Подільський район,0.8119,0.0669
2014,Серединний пояс,Мурованокуриловецький район,0.7765,0.0812
2014,Серединний пояс,Немирівський район,0.8626,0.0422
2014,Серединний пояс,Оратівський район,0.8375,0.0458
2014,Серединний пояс,Піщанський район,0.7954,0.0713
2014,Серединний пояс,Погребищенський район,0.8304,0.0514
2014,Серединний пояс,Теплицький район,0.8282,0.0569
2014,Серединний пояс,Томашпільський  район,0.8822,0.0484
2014,Серединний пояс,Тростянецький район,0.8462,0.0394
2014,Серединний пояс,Тульчинський район,0.8751,0.0438
2014,Серединний пояс,Таврівський райрн,0.8684,0.0529
2014,Серединний пояс,Хмільницький район,0.8090,0.0470
2014,Серединний пояс,Черновецький район,0.8285,0.0594
2014,Серединний пояс,Чечельницький район,0.8214,0.0552
2014,Серединний пояс,Шаргородський район,0.8784,0.0431
2014,Серединний пояс,Ямпільський район,0.8150,0.0742
2014,Серединний пояс,м. Вінниця,0.9058,0.0528
2014,Серединний пояс,м. Жмеринка,0.8315,0.0685
2014,Серединний пояс,м. Козятин,0.8962,0.0423
2014,Серединний пояс,м. Ладижин,0.8888,0.0648
2014,Серединний пояс,м. Могилів-Подільський,0.8252,0.0850
2014,Серединний пояс,м. Хмільник,0.9118,0.0422
2014,Серединний пояс,Андрушівський район,0.8416,0.0646
2014,Серединний пояс,Баранівський район,0.8275,0.0741
2014,Серединний пояс,Бердичівський район,0.8042,0.0785
2014,Серединний пояс,Брусилівський район,0.8157,0.0665
2014,Серединний пояс,Володарсько-Волинський район,0.8467,0.0803
2014,Серединний пояс,Ємільчинський район,0.7980,0.0846
2014,Серединний пояс,Житомирський район,0.8353,0.0787
2014,Серединний пояс,Коростенський район,0.7593,0.1155
2014,Серединний пояс,Коростишівський район,0.8764,0.0630
2014,Серединний пояс,Лугинський район,0.7728,0.1069
2014,Серединний пояс,Любарський район,0.8265,0.0610
2014,Серединний пояс,Малинський район,0.8234,0.0757
2014,Серединний пояс,Народицький район,0.6894,0.1465
2014,Серединний пояс,Новоград-Волинський район,0.8027,0.0734
2014,Серединний пояс,Овруцький район,0.7487,0.1218
2014,Серединний пояс,Олевський район,0.7845,0.0856
2014,Серединний пояс,Попільнянський район,0.8692,0.0496
2014,Серединний пояс,Радомишльський район,0.8165,0.0753
2014,Серединний пояс,Романівський район,0.7910,0.0832
2014,Серединний пояс,Ружинський район,0.8714,0.0417
2014,Серединний пояс,Червоноармійський район,0.7718,0.1019
2014,Серединний пояс,Черняхівський район,0.8221,0.0847
2014,Серединний пояс,Чуднівський район,0.8221,0.0605
2014,Серединний пояс,м. Бердичів,0.8485,0.0879
2014,Серединний пояс,м. Житомир,0.8560,0.0893
2014,Серединний пояс,м. Коростень,0.7431,0.1768
2014,Серединний пояс,м. Малин,0.9045,0.0461
2014,Серединний пояс,м. Новоград-Волинський,0.8447,0.0983
2014,Серединний пояс,Баришівський район,0.8923,0.0437
2014,Серединний пояс,Білоцерківський район,0.8872,0.0488
2014,Серединний пояс,Богуславський район,0.8591,0.0734
2014,Серединний пояс,Бориспільський район,0.9083,0.0425
2014,Серединний пояс,Бородянський район,0.8723,0.0546
2014,Серединний пояс,Броварський район,0.9021,0.0377
2014,Серединний пояс,Васильківський район,0.8931,0.0435
2014,Серединний пояс,Вишгородський район,0.8741,0.0579
2014,Серединний пояс,Володарський район,0.8844,0.0411
2014,Серединний пояс,Згурівський район,0.8302,0.0689
2014,Серединний пояс,Іванківський район,0.8560,0.0480
2014,Серединний пояс,Кагарлицький район,0.8801,0.0525
2014,Серединний пояс,Києво-Святошинський район,0.8993,0.0485
2014,Серединний пояс,Макарівський район,0.8855,0.0423
2014,Серединний пояс,Миронівський район,0.8919,0.0495
2014,Серединний пояс,Обухівський район,0.8793,0.0695
2014,Серединний пояс,Переяслав-Хмельницький район,0.8598,0.0566
2014,Серединний пояс,Поліський  район,0.7981,0.0627
2014,Серединний пояс,Рокитнянський район,0.8861,0.0580
2014,Серединний пояс,Сквирський район,0.8979,0.0384
2014,Серединний пояс,Ставищенський район,0.8879,0.0362
2014,Серединний пояс,Таращанський район,0.8923,0.0402
2014,Серединний пояс,Тетіївський район,0.8707,0.0321
2014,Серединний пояс,Фастівський район,0.8844,0.0505
2014,Серединний пояс,Яготинський район,0.8761,0.0653
2014,Серединний пояс,м. Березань,0.8823,0.0550
2014,Серединний пояс,м. Біла Церква,0.8857,0.0714
2014,Серединний пояс,м. Бориспіль,0.8852,0.0647
2014,Серединний пояс,м. Бровари,0.8857,0.0650
2014,Серединний пояс,м. Буча,0.8842,0.0591
2014,Серединний пояс,м. Васильків,0.8749,0.0734
2014,Серединний пояс,м. Ірпінь,0.8728,0.0645
2014,Серединний пояс,м. Обухів,0.9157,0.0498
2014,Серединний пояс,м. Переяслав-Хмельницький,0.8800,0.0614
2014,Серединний пояс,м. Прип’ять,,
2014,Серединний пояс,м. Ржищів,0.8761,0.0657
2014,Серединний пояс,м. Славутич,0.6744,0.2464
2014,Серединний пояс,м. Фастів,0.8899,0.0604
2014,Серединний пояс,Бобринецький район,0.8237,0.0832
2014,Серединний пояс,Вільшанський район,0.7627,0.1315
2014,Серединний пояс,Гайворонський район,0.8648,0.0666
2014,Серединний пояс,Голованівський район,0.8050,0.0960
2014,Серединний пояс,Добровеличківський район,0.8275,0.1016
2014,Серединний пояс,Долинський район,0.8136,0.1111
2014,Серединний пояс,Знам'янський район,0.7486,0.1465
2014,Серединний пояс,Кіровоградський район,0.8039,0.1027
2014,Серединний пояс,Компаніївський район,0.7654,0.1195
2014,Серединний пояс,Маловисківський район,0.7733,0.1212
2014,Серединний пояс,Новгородківський район,0.7764,0.1171
2014,Серединний пояс,Новоархангельський район,0.8209,0.0714
2014,Серединний пояс,Новомиргородський район,0.8109,0.0788
2014,Серединний пояс,Новоукраїнський район,0.8265,0.0952
2014,Серединний пояс,Олександрівський район,0.7772,0.1258
2014,Серединний пояс,Олександрійський район,0.7420,0.1436
2014,Серединний пояс,Онуфріївський район,0.7450,0.1491
2014,Серединний пояс,Петрівський район,0.7726,0.1288
2014,Серединний пояс,Світловодський район,0.7015,0.1825
2014,Серединний пояс,Ульянівський район,0.8205,0.0785
2014,Серединний пояс,Устинівський район,0.7833,0.1081
2014,Серединний пояс,м. Знамянка,0.7115,0.1899
2014,Серединний пояс,м. Кіровоград,0.8344,0.1085
2014,Серединний пояс,м. Олександрія,0.7424,0.1850
2014,Серединний пояс,м. Світловодськ,0.7727,0.1575
2014,Серединний пояс,Великобагачанський район,0.8146,0.0893
2014,Серединний пояс,Гадяцький район,0.8455,0.0814
2014,Серединний пояс,Глобинський район,0.8555,0.0785
2014,Серединний пояс,Гребінківський район,0.8526,0.0788
2014,Серединний пояс,Диканський район,0.8257,0.0877
2014,Серединний пояс,Зіньківський район,0.7883,0.0996
2014,Серединний пояс,Карлівський район,0.8324,0.1011
2014,Серединний пояс,Кобиляцький район,0.8057,0.0974
2014,Серединний пояс,Козельщинський район,0.8022,0.1063
2014,Серединний пояс,Котелевський район,0.8031,0.0803
2014,Серединний пояс,Кременчуцький район,0.8052,0.1071
2014,Серединний пояс,Лохвицький район,0.8478,0.0831
2014,Серединний пояс,Лубенський район,0.8123,0.0825
2014,Серединний пояс,Машівський район,0.8115,0.1009
2014,Серединний пояс,Миргородський район,0.7751,0.0998
2014,Серединний пояс,Новосанжарський район,0.8204,0.0896
2014,Серединний пояс,Оржицький район,0.7681,0.1040
2014,Серединний пояс,Пирятинський район,0.8665,0.0728
2014,Серединний пояс,Полтавський район,0.8414,0.0808
2014,Серединний пояс,Решетилівський район,0.8186,0.0884
2014,Серединний пояс,Семенівський район,0.7887,0.0912
2014,Серединний пояс,Хорольський район,0.8171,0.0826
2014,Серединний пояс,Чорнухівський район,0.8307,0.0989
2014,Серединний пояс,Чутівський район,0.7820,0.1307
2014,Серединний пояс,Шишацький район,0.7884,0.1138
2014,Серединний пояс,м. Комсомольськ,0.6370,0.2880
2014,Серединний пояс,м. Кременчук,0.7776,0.1612
2014,Серединний пояс,м. Лубни,0.8219,0.1148
2014,Серединний пояс,м. Миргород,0.7742,0.1530
2014,Серединний пояс,м. Полтава,0.8149,0.1254
2014,Серединний пояс,Білогірський район,0.7897,0.0770
2014,Серединний пояс,Віньковецький район,0.8147,0.0553
2014,Серединний пояс,Волочиський район,0.8667,0.0426
2014,Серединний пояс,Городоцький район,0.8415,0.0485
2014,Серединний пояс,Деражнянський район,0.8672,0.0565
2014,Серединний пояс,Дунаєвецький район,0.8714,0.0402
2014,Серединний пояс,Ізяславський район,0.8521,0.0535
2014,Серединний пояс,Кам'янець-Подільський район,0.8656,0.0460
2014,Серединний пояс,Красилівський район,0.8781,0.0356
2014,Серединний пояс,Летичівський район,0.8257,0.0517
2014,Серединний пояс,Новоушицький район,0.8418,0.0566
2014,Серединний пояс,Полонський район,0.8467,0.0596
2014,Серединний пояс,Славутський район,0.7867,0.0411
2014,Серединний пояс,Старокостянтинівський район,0.8222,0.0557
2014,Серединний пояс,Старосинявський район,0.8311,0.0486
2014,Серединний пояс,Теофіпольський район,0.8594,0.0441
2014,Серединний пояс,Хмельницький район,0.8717,0.0401
2014,Серединний пояс,Чемеровецький район,0.8123,0.0560
2014,Серединний пояс,Шепетівський район,0.8435,0.0417
2014,Серединний пояс,Ярмолинецький район,0.8231,0.0633
2014,Серединний пояс,м. Кам'янець-Подільський,0.8876,0.0583
2014,Серединний пояс,м. Нетішин,0.9138,0.0490
2014,Серединний пояс,м. Славута,0.8732,0.0685
2014,Серединний пояс,м. Старокостянтинів,0.8754,0.0748
2014,Серединний пояс,м. Хмельницький,0.9034,0.0562
2014,Серединний пояс,м. Шепетівка,0.8661,0.0674
2014,Серединний пояс,Городищенський район,0.8497,0.0451
2014,Серединний пояс,Драбівський район,0.8455,0.0467
2014,Серединний пояс,Жашківський район,0.8741,0.0473
2014,Серединний пояс,Звенигородський район,0.8820,0.0401
2014,Серединний пояс,Золотоніський район,0.8568,0.0618
2014,Серединний пояс,Кам'янський район,0.8500,0.0553
2014,Серединний пояс,Канівський район,0.8180,0.0640
2014,Серединний пояс,Катеринопільський район,0.8615,0.0448
2014,Серединний пояс,Корсунь-Шевченківський район,0.8653,0.0492
2014,Серединний пояс,Лисянський район,0.8750,0.0530
2014,Серединний пояс,Маньківський район,0.8770,0.0549
2014,Серединний пояс,Монастирищенський район,0.8786,0.0366
2014,Серединний пояс,Смілянський район,0.8629,0.0580
2014,Серединний пояс,Тальнівський район,0.8885,0.0451
2014,Серединний пояс,Уманський район,0.8575,0.0513
2014,Серединний пояс,Христинівський район,0.8395,0.0666
2014,Серединний пояс,Черкаський район,0.8943,0.0412
2014,Серединний пояс,Чигиринський район,0.8312,0.0801
2014,Серединний пояс,Чорнобаївський район,0.8784,0.0435
2014,Серединний пояс,Шполянський район,0.8589,0.0497
2014,Серединний пояс,м. Ватутіне,0.8412,0.1035
2014,Серединний пояс,м. Золотоноша,0.8875,0.0675
2014,Серединний пояс,м. Канів,0.8637,0.0787
2014,Серединний пояс,м. Сміла,0.8419,0.0932
2014,Серединний пояс,м. Умань,0.8468,0.0861
2014,Серединний пояс,м. Черкаси,0.8590,0.0903
2014,Серединний пояс,Вижницький район,0.8995,0.0280
2014,Серединний пояс,Герцаївський район,0.6558,0.2216
2014,Серединний пояс,Глибоцький район,0.8340,0.0602
2014,Серединний пояс,Заставнівський район,0.8966,0.0305
2014,Серединний пояс,Кельменецький район,0.8436,0.0598
2014,Серединний пояс,Кіцманський район,0.9197,0.0252
2014,Серединний пояс,Новоселицький район,0.7362,0.1374
2014,Серединний пояс,Путильський район,0.8423,0.0545
2014,Серединний пояс,Сокирянський район,0.8085,0.0890
2014,Серединний пояс,Сторожинецький район,0.8570,0.0437
2014,Серединний пояс,Хотинський район,0.8516,0.0589
2014,Серединний пояс,м. Новодністровськ,0.8757,0.0720
2014,Серединний пояс,м. Чернівці,0.8746,0.0827
2014,Серединний пояс,м. Київ (Голосіївський район),0.8696,0.0775
2014,Серединний пояс,м. Київ (Дарницький район),0.8793,0.0727
2014,Серединний пояс,м. Київ (Деснянський район),0.8780,0.0731
2014,Серединний пояс,м. Київ (Дніпровський район),0.8628,0.0866
2014,Серединний пояс,м. Київ (Оболонський район),0.8617,0.0872
2014,Серединний пояс,м. Київ (Печерський район),0.8268,0.1199
2014,Серединний пояс,м. Київ (Подільський район),0.8738,0.0740
2014,Серединний пояс,м. Київ (Святошинський район),0.8812,0.0708
2014,Серединний пояс,м. Київ (Солом'янський район),0.8491,0.0919
2014,Серединний пояс,м. Київ (Шевченківський район),0.8375,0.1012
2002,Донбас,Тельманівський район,0.0113,0.8421
2002,Донбас,Великоновосілківський район,0.0230,0.8161
2002,Донбас,Краснолиманський район,0.0232,0.7687
2002,Донбас,м. Красний Лиман,0.0239,0.7663
2002,Донбас,Олександрівський район,0.0261,0.7831
2002,Донбас,Новоазовський район,0.0261,0.8344
2002,Донбас,Свердловський район,0.0283,0.6393
2002,Донбас,Володарський район (Д),0.0297,0.8284
2002,Донбас,м. Дзержинськ,0.0303,0.7963
2002,Донбас,"Слов""янський район",0.0304,0.7636
2002,Донбас,Біловодський район,0.0309,0.7294
2002,Донбас,Троїцький район,0.0315,0.7036
2002,Донбас,Ясинуватський район,0.0322,0.7586
2002,Донбас,м. Артемівськ,0.0325,0.8046
2002,Донбас,Артемівський район,0.0326,0.7798
2002,Донбас,м. Ровеньки,0.0333,0.7273
2002,Донбас,Амвросіївський район,0.0351,0.7513
2002,Донбас,м. Макіївка,0.0363,0.8031
2002,Донбас,м. Жданівка,0.0369,0.8146
2002,Донбас,м. Свердловськ,0.0387,0.6695
2002,Донбас,Костянтинівський район,0.0402,0.7605
2002,Донбас,Новоайдарський район,0.0402,0.7547
2002,Донбас,Антрацитівський район,0.0420,0.7157
2002,Донбас,Волнооваський район,0.0429,0.7503
2002,Донбас,м. Єнакієве,0.0437,0.7628
2002,Донбас,м. Антрацит,0.0443,0.6534
2002,Донбас,Сватівський район,0.0449,0.7420
2002,Донбас,Попаснянський район,0.0455,0.6773
2002,Донбас,Краснодонський рвйон,0.0466,0.6442
2002,Донбас,Красноармійський район,0.0471,0.7598
2002,Донбас,Словяносербський район,0.0474,0.7441
2002,Донбас,Першотравневий район,0.0495,0.7731
2002,Донбас,Станично-Луганський район,0.0495,0.6887
2002,Донбас,м. Краснодон,0.0496,0.6229
2002,Донбас,м. Рубіжне,0.0514,0.5939
2002,Донбас,Марїнський район,0.0516,0.7239
2002,Донбас,м. Торез,0.0532,0.7231
2002,Донбас,м. Сніжне,0.0532,0.7129
2002,Донбас,м. Дебальцеве,0.0546,0.7105
2002,Донбас,м. Горлівка,0.0546,0.6871
2002,Донбас,м. Новогродівка,0.0547,0.7910
2002,Донбас,Добропільський район,0.0548,0.7306
2002,Донбас,м. Докучаєвськ,0.0554,0.7196
2002,Донбас,м. Красний Луч,0.0556,0.6793
2002,Донбас,Кремінський район,0.0558,0.6644
2002,Донбас,м. Маріуполь,0.0573,0.7513
2002,Донбас,м. Костянтинівка,0.0574,0.6898
2002,Донбас,Перевальський район,0.0588,0.7421
2002,Донбас,Старобільський район,0.0592,0.6664
2002,Донбас,Лутугинський район,0.0602,0.7117
2002,Донбас,м. Кіровськ,0.0607,0.6124
2002,Донбас,Старобешівський район,0.0609,0.7780
2002,Донбас,м. Авдіївка,0.0615,0.7420
2002,Донбас,м. Дружківка,0.0632,0.7120
2002,Донбас,м. Кіровське,0.0637,0.7296
2002,Донбас,Марківський район,0.0637,0.5759
2002,Донбас,"м. Слов""янськ",0.0644,0.6041
2002,Донбас,м. Донецьк,0.0663,0.7241
2002,Донбас,м. Харцизьк,0.0671,0.7176
2002,Донбас,м. Ясинувата,0.0680,0.7045
2002,Донбас,Шахтарський район,0.0683,0.7044
2002,Донбас,Міловський район,0.0685,0.6234
2002,Донбас,м. Краматорсськ,0.0698,0.6399
2002,Донбас,м. Шахтарськ,0.0703,0.7248
2002,Донбас,м. Добропілля,0.0716,0.6689
2002,Донбас,Білокоракинський район,0.0733,0.6103
2002,Донбас,м. Красноармійськ,0.0761,0.7195
2002,Донбас,м. Алчевськ,0.0761,0.5975
2002,Донбас,м. Лисичанськ,0.0761,0.6170
2002,Донбас,м. Первомайськ (Л),0.0774,0.5835
2002,Донбас,м. Селідове,0.0796,0.6788
2002,Донбас,м. Брянка,0.0806,0.6493
2002,Донбас,м. Стаханов,0.0843,0.5181
2002,Донбас,Новопсковський район,0.0867,0.6305
2002,Донбас,м. Луганськ,0.1092,0.5356
2002,Донбас,м. Димитров,0.1189,0.6585
2002,Донбас,м. Сєвєродонецьк,0.1276,0.5466
2002,Донбас,м. Вугледар,0.1314,0.6686
2006,Донбас,м. Торез,0.0185,0.9253
2006,Донбас,м. Жданівка,0.0206,0.9378
2006,Донбас,Тельманівський район,0.0214,0.6662
2006,Донбас,Марїнський район,0.0218,0.6375
2006,Донбас,м. Маріуполь,0.0245,0.8998
2006,Донбас,м. Дзержинськ,0.0246,0.9132
2006,Донбас,м. Вугледар,0.0258,0.9148
2006,Донбас,Волнооваський район,0.0258,0.6768
2006,Донбас,м. Димитров,0.0264,0.9109
2006,Донбас,Старобешівський район,0.0265,0.7120
2006,Донбас,м. Шахтарськ,0.0273,0.9224
2006,Донбас,Олександрівський район,0.0275,0.9046
2006,Донбас,м. Антрацит,0.0277,0.9243
2006,Донбас,Антрацитівський район,0.0278,0.9183
2006,Донбас,м. Макіївка,0.0282,0.9097
2006,Донбас,Шахтарський район,0.0309,0.9095
2006,Донбас,Свердловський район,0.0313,0.8906
2006,Донбас,м. Харцизьк,0.0313,0.9027
2006,Донбас,м. Ровеньки,0.0326,0.9025
2006,Донбас,м. Дружківка,0.0352,0.8683
2006,Донбас,м. Дебальцеве,0.0353,0.8940
2006,Донбас,Великоновосілківський район,0.0360,0.7573
2006,Донбас,Добропільський район,0.0363,0.8877
2006,Донбас,Краснодонський рвйон,0.0364,0.8832
2006,Донбас,Попаснянський район,0.0378,0.8855
2006,Донбас,Першотравневий район,0.0381,0.7419
2006,Донбас,м. Красноармійськ,0.0383,0.8615
2006,Донбас,м. Новогродівка,0.0387,0.6847
2006,Донбас,м. Кіровське,0.0392,0.8902
2006,Донбас,м. Добропілля,0.0394,0.8884
2006,Донбас,"Слов""янський район",0.0396,0.8865
2006,Донбас,м. Костянтинівка,0.0400,0.8743
2006,Донбас,Ясинуватський район,0.0401,0.8665
2006,Донбас,Краснолиманський район,0.0412,0.8687
2006,Донбас,Лутугинський район,0.0413,0.9026
2006,Донбас,м. Кіровськ,0.0417,0.8888
2006,Донбас,м. Красний Лиман,0.0432,0.8568
2006,Донбас,м. Авдіївка,0.0447,0.8715
2006,Донбас,Костянтинівський район,0.0456,0.8641
2006,Донбас,м. Ясинувата,0.0460,0.8416
2006,Донбас,Станично-Луганський район,0.0461,0.8930
2006,Донбас,м. Первомайськ (Л),0.0462,0.8972
