year,region,rayon,dem,prorus
2002,Серединний пояс,Поліський  район,0.0653,0.6670
2002,Серединний пояс,Петрівський район,0.0932,0.5346
2002,Серединний пояс,Голованівський район,0.0950,0.4497
2002,Серединний пояс,Олександрійський район,0.1038,0.4998
2002,Серединний пояс,Добровеличківський район,0.1039,0.4330
2002,Серединний пояс,м. Коростень,0.1124,0.5190
2002,Серединний пояс,Вільшанський район,0.1233,0.3857
2002,Серединний пояс,Кіровоградський район,0.1301,0.4905
2002,Серединний пояс,Народицький район,0.1377,0.4280
2002,Серединний пояс,Ульянівський район,0.1454,0.3090
2002,Серединний пояс,Маловисківський район,0.1470,0.4803
2002,Серединний пояс,Коростенський район,0.1475,0.5093
2002,Серединний пояс,м. Знамянка,0.1604,0.5618
2002,Серединний пояс,м. Комсомольськ,0.1646,0.3940
2002,Серединний пояс,Семенівський район,0.1708,0.2436
2002,Серединний пояс,Гребінківський район,0.1766,0.3345
2002,Серединний пояс,Брусилівський район,0.1768,0.3069
2002,Серединний пояс,Новоукраїнський район,0.1820,0.4440
2002,Серединний пояс,Знам'янський район,0.1833,0.5217
2002,Серединний пояс,Овруцький район,0.1843,0.5255
2002,Серединний пояс,Володарсько-Волинський район,0.1853,0.3487
2002,Серединний пояс,Компаніївський район,0.1910,0.4888
2002,Серединний пояс,Новоархангельський район,0.1921,0.2753
2002,Серединний пояс,Черняхівський район,0.1963,0.3552
2002,Серединний пояс,м. Олександрія,0.2020,0.4504
2002,Серединний пояс,Гайворонський район,0.2034,0.4605
2002,Серединний пояс,Новгородківський район,0.2085,0.4440
2002,Серединний пояс,м. Новоград-Волинський,0.2115,0.4956
2002,Серединний пояс,Червоноармійський район,0.2174,0.4120
2002,Серединний пояс,Миргородський район,0.2182,0.2323
2002,Серединний пояс,Олевський район,0.2182,0.5104
2002,Серединний пояс,Чорнухівський район,0.2192,0.1874
2002,Серединний пояс,Могилів-Подільський район,0.2209,0.2437
2002,Серединний пояс,Драбівський район,0.2277,0.2139
2002,Серединний пояс,Лугинський район,0.2280,0.4294
2002,Серединний пояс,Долинський район,0.2320,0.4338
2002,Серединний пояс,Онуфріївський район,0.2356,0.3638
2002,Серединний пояс,Глобинський район,0.2373,0.2372
2002,Серединний пояс,Тетіївський район,0.2404,0.2770
2002,Серединний пояс,Чутівський район,0.2411,0.4227
2002,Серединний пояс,Козельщинський район,0.2420,0.2835
2002,Серединний пояс,м. Могилів-Подільський,0.2442,0.4092
2002,Серединний пояс,Лубенський район,0.2443,0.1940
2002,Серединний пояс,Новоград-Волинський район,0.2479,0.4413
2002,Серединний пояс,Черновецький район,0.2571,0.1763
2002,Серединний пояс,Іванківський район,0.2595,0.3734
2002,Серединний пояс,Коростишівський район,0.2621,0.3327
2002,Серединний пояс,Оржицький район,0.2652,0.2321
2002,Серединний пояс,Ставищенський район,0.2675,0.2843
2002,Серединний пояс,м. Миргород,0.2712,0.3289
2002,Серединний пояс,Великобагачанський район,0.2712,0.2156
2002,Серединний пояс,Світловодський район,0.2713,0.3844
2002,Серединний пояс,Олександрівський район,0.2729,0.3508
2002,Серединний пояс,м. Кіровоград,0.2747,0.3472
2002,Серединний пояс,м. Сміла,0.2800,0.3606
2002,Серединний пояс,Гадяцький район,0.2809,0.1374
2002,Серединний пояс,Житомирський район,0.2851,0.3686
2002,Серединний пояс,Ємільчинський район,0.2853,0.3733
2002,Серединний пояс,Сквирський район,0.2854,0.2671
2002,Серединний пояс,Володарський район,0.2862,0.3070
2002,Серединний пояс,Хорольський район,0.2862,0.2024
2002,Серединний пояс,м. Жмеринка,0.2889,0.4193
2002,Серединний пояс,м. Кременчук,0.2922,0.4019
2002,Серединний пояс,Миронівський район,0.2944,0.3677
2002,Серединний пояс,Новомиргородський район,0.3003,0.3008
2002,Серединний пояс,Кременчуцький район,0.3016,0.3242
2002,Серединний пояс,Лохвицький район,0.3025,0.1347
2002,Серединний пояс,Устинівський район,0.3056,0.3354
2002,Серединний пояс,Згурівський район,0.3074,0.2207
2002,Серединний пояс,Кобиляцький район,0.3092,0.2386
2002,Серединний пояс,Іллінецький район,0.3094,0.1582
2002,Серединний пояс,Тальнівський район,0.3140,0.2132
2002,Серединний пояс,м. Березань,0.3150,0.3497
2002,Серединний пояс,Машівський район,0.3153,0.3178
2002,Серединний пояс,Білоцерківський район,0.3154,0.2641
2002,Серединний пояс,Жашківський район,0.3158,0.1837
2002,Серединний пояс,Васильківський район,0.3179,0.3435
2002,Серединний пояс,Погребищенський район,0.3200,0.1970
2002,Серединний пояс,Карлівський район,0.3200,0.3772
2002,Серединний пояс,Канівський район,0.3210,0.1322
2002,Серединний пояс,Макарівський район,0.3217,0.2655
2002,Серединний пояс,Зіньківський район,0.3219,0.1961
2002,Серединний пояс,Новосанжарський район,0.3221,0.2880
2002,Серединний пояс,Кам'янський район,0.3268,0.1946
2002,Серединний пояс,Шишацький район,0.3270,0.2824
2002,Серединний пояс,Тростянецький район,0.3272,0.2424
2002,Серединний пояс,м. Житомир,0.3289,0.2953
2002,Серединний пояс,м. Васильків,0.3296,0.3093
2002,Серединний пояс,Маньківський район,0.3325,0.1813
2002,Серединний пояс,Шполянський район,0.3326,0.2346
2002,Серединний пояс,Пирятинський район,0.3345,0.1632
2002,Серединний пояс,Новоселицький район,0.3347,0.2535
2002,Серединний пояс,Теплицький район,0.3358,0.2265
2002,Серединний пояс,Смілянський район,0.3373,0.2863
2002,Серединний пояс,Бердичівський район,0.3387,0.3872
2002,Серединний пояс,Переяслав-Хмельницький район,0.3398,0.2014
2002,Серединний пояс,Томашпільський  район,0.3402,0.1810
2002,Серединний пояс,Фастівський район ,0.3419,0.2543
2002,Серединний пояс,м. Лубни,0.3457,0.3284
2002,Серединний пояс,Оратівський район,0.3465,0.1356
2002,Серединний пояс,Таращанський район,0.3505,0.1043
2002,Серединний пояс,Вишгородський район,0.3510,0.2441
2002,Серединний пояс,м. Фастів,0.3515,0.2987
2002,Серединний пояс,Чорнобаївський район,0.3522,0.1872
2002,Серединний пояс,Кагарлицький район,0.3525,0.3061
2002,Серединний пояс,Любарський район,0.3545,0.1943
2002,Серединний пояс,м. Ватутіне,0.3550,0.2543
2002,Серединний пояс,Котелевський район,0.3573,0.2769
2002,Серединний пояс,м. Світловодськ,0.3583,0.3572
2002,Серединний пояс,м. Полтава,0.3584,0.3302
2002,Серединний пояс,м. Ржищів,0.3585,0.2518
2002,Серединний пояс,м. Біла Церква,0.3592,0.2908
2002,Серединний пояс,м. Шепетівка,0.3599,0.3591
2002,Серединний пояс,Гайсинський район,0.3635,0.2104
2002,Серединний пояс,Жмеринський район,0.3653,0.2461
2002,Серединний пояс,Уманський район,0.3657,0.2542
2002,Серединний пояс,Баранівський район,0.3661,0.3203
2002,Серединний пояс,Волочиський район,0.3702,0.3622
2002,Серединний пояс,Шепетівський район,0.3707,0.2457
2002,Серединний пояс,Радомишльський район,0.3720,0.2957
2002,Серединний пояс,Піщанський район,0.3743,0.2128
2002,Серединний пояс,Герцаївський район,0.3762,0.2185
2002,Серединний пояс,Малинський район ,0.3768,0.3330
2002,Серединний пояс,м. Умань,0.3794,0.2995
2002,Серединний пояс,Бородянський район,0.3814,0.2805
2002,Серединний пояс,Катеринопільський район,0.3821,0.1558
2002,Серединний пояс,м. Київ (Солом'янський район),0.3834,0.2117
2002,Серединний пояс,Андрушівський район,0.3854,0.3012
2002,Серединний пояс,м. Новодністровськ,0.3865,0.2279
2002,Серединний пояс,Дзержинський район,0.3869,0.2820
2002,Серединний пояс,Золотоніський район,0.3872,0.2098
2002,Серединний пояс,Монастирищенський район,0.3876,0.2429
2002,Серединний пояс,Чигиринський район,0.3887,0.2049
2002,Серединний пояс,Ружинський район,0.3897,0.2255
2002,Серединний пояс,Бобринецький район,0.3921,0.2626
2002,Серединний пояс,м. Черкаси,0.3927,0.2776
2002,Серединний пояс,м. Славутич,0.3946,0.2600
2002,Серединний пояс,м. Славута,0.3951,0.3113
2002,Серединний пояс,Мурованокуриловецький район,0.3966,0.2594
2002,Серединний пояс,Решетилівський район,0.3966,0.1585
2002,Серединний пояс,Шаргородський район,0.3982,0.1410
2002,Серединний пояс,Броварський район,0.3984,0.2366
2002,Серединний пояс,м. Київ (Печерський район),0.4060,0.2263
2002,Серединний пояс,Ямпільський район,0.4065,0.1433
2002,Серединний пояс,Старокостянтинівський район,0.4076,0.3194
2002,Серединний пояс,Сокирянський район,0.4082,0.3120
2002,Серединний пояс,Тульчинський район,0.4087,0.2053
2002,Серединний пояс,Полонський район,0.4087,0.2412
2002,Серединний пояс,м. Київ (Шевченківський район),0.4108,0.2038
2002,Серединний пояс,м. Київ (Дніпровський район),0.4115,0.1955
2002,Серединний пояс,м. Бровари,0.4157,0.2016
2002,Серединний пояс,Попільнянський район,0.4167,0.3246
2002,Серединний пояс,м. Бориспіль,0.4169,0.2531
2002,Серединний пояс,Рокитнянський район,0.4172,0.2530
2002,Серединний пояс,Чуднівський район,0.4184,0.2133
2002,Серединний пояс,Полтавський район,0.4186,0.3021
2002,Серединний пояс,Крижопільський район,0.4207,0.2013
2002,Серединний пояс,Яготинський район,0.4233,0.2883
2002,Серединний пояс,Христинівський район,0.4244,0.2448
2002,Серединний пояс,м. Київ (Дарницький район),0.4244,0.1738
2002,Серединний пояс,м. Старокостянтинів,0.4266,0.2566
2002,Серединний пояс,м. Бердичів,0.4293,0.3267
2002,Серединний пояс,м. Київ (Деснянський район),0.4294,0.1654
2002,Серединний пояс,Баришівський район,0.4305,0.2232
2002,Серединний пояс,м. Київ (Оболонський район),0.4348,0.1746
2002,Серединний пояс,Бориспільський район,0.4348,0.2027
2002,Серединний пояс,м. Київ (Подільський район),0.4359,0.1751
2002,Серединний пояс,Богуславський район,0.4361,0.1725
2002,Серединний пояс,м. Ладижин,0.4371,0.3565
2002,Серединний пояс,м. Ірпінь,0.4416,0.2573
2002,Серединний пояс,Хотинський район,0.4426,0.2513
2002,Серединний пояс,м. Хмельницький,0.4461,0.2448
2002,Серединний пояс,Славутський район,0.4470,0.2371
2002,Серединний пояс,Липовецький район,0.4478,0.2162
2002,Серединний пояс,Хмельницький район,0.4490,0.3143
2002,Серединний пояс,м. Київ (Голосіївський район),0.4506,0.1692
2002,Серединний пояс,Хмільницький район,0.4557,0.1743
2002,Серединний пояс,Барський район,0.4585,0.2516
2002,Серединний пояс,м. Київ (Святошинський район),0.4641,0.1664
2002,Серединний пояс,Немирівський район,0.4647,0.1949
2002,Серединний пояс,Києво-Святошинський район,0.4663,0.1871
2002,Серединний пояс,Городищенський район,0.4665,0.1978
2002,Серединний пояс,Віньковецький район,0.4695,0.2375
2002,Серединний пояс,Білогірський район,0.4700,0.1743
2002,Серединний пояс,Корсунь-Шевченківський район,0.4747,0.1996
2002,Серединний пояс,Лисянський район,0.4760,0.1024
2002,Серединний пояс,Диканський район,0.4764,0.2225
2002,Серединний пояс,Чечельницький район,0.4772,0.1410
2002,Серединний пояс,Обухівський район,0.4794,0.2421
2002,Серединний пояс,Чемеровецький район,0.4824,0.2697
2002,Серединний пояс,Красилівський район,0.4836,0.2611
2002,Серединний пояс,Ізяславський район,0.4849,0.2376
2002,Серединний пояс,Ярмолинецький район,0.4866,0.3237
2002,Серединний пояс,Теофіпольський район,0.4868,0.1471
2002,Серединний пояс,Кам'янець-Подільський район,0.4892,0.3116
2002,Серединний пояс,Звенигородський район,0.4905,0.1268
2002,Серединний пояс,Таврівський райрн,0.4950,0.1807
2002,Серединний пояс,м. Козятин,0.4963,0.3140
2002,Серединний пояс,Бершадський район,0.4971,0.1843
2002,Серединний пояс,Глибоцький район,0.4983,0.1523
2002,Серединний пояс,Старосинявський район,0.5032,0.2419
2002,Серединний пояс,Козятинський район,0.5088,0.2091
2002,Серединний пояс,м. Канів,0.5116,0.1696
2002,Серединний пояс,м. Вінниця,0.5239,0.2125
2002,Серединний пояс,м. Чернівці,0.5270,0.1662
2002,Серединний пояс,Вінницький район,0.5295,0.1889
2002,Серединний пояс,Літинський,0.5323,0.2162
2002,Серединний пояс,м. Переяслав-Хмельницький,0.5345,0.1667
2002,Серединний пояс,Дунаєвецький район,0.5360,0.2458
2002,Серединний пояс,Деражнянський район,0.5395,0.2366
2002,Серединний пояс,Калинівський район,0.5421,0.1863
2002,Серединний пояс,Черкаський район,0.5485,0.2161
2002,Серединний пояс,Городоцький район,0.5504,0.2564
2002,Серединний пояс,Кельменецький район,0.5511,0.2210
2002,Серединний пояс,м. Хмільник,0.5530,0.1849
2002,Серединний пояс,м. Золотоноша,0.5575,0.2108
2002,Серединний пояс,Новоушицький район,0.5815,0.2144
2002,Серединний пояс,м. Кам'янець-Подільський,0.5862,0.2061
2002,Серединний пояс,Летичівський район,0.6064,0.2108
2002,Серединний пояс,Сторожинецький район,0.6268,0.1049
2002,Серединний пояс,Путильський район,0.6514,0.1433
2002,Серединний пояс,Заставнівський район,0.6855,0.0895
2002,Серединний пояс,Вижницький район,0.7505,0.0590
2002,Серединний пояс,Кіцманський район,0.7505,0.0762
2002,Серединний пояс,м. Нетішин,0.7738,0.0931
2006,Серединний пояс,Вільшанський район,0.2552,0.2721
2006,Серединний пояс,Компаніївський район,0.3706,0.2705
2006,Серединний пояс,Новгородківський район,0.3724,0.2974
2006,Серединний пояс,м. Комсомольськ,0.2273,0.5596
2006,Серединний пояс,Знам'янський район,0.3436,0.3244
2006,Серединний пояс,м. Знамянка,0.2781,0.4000
2006,Серединний пояс,м. Коростень,0.2843,0.4911
2006,Серединний пояс,м. Славутич,0.2922,0.4811
2006,Серединний пояс,Житомирський район,0.3103,0.3563
2006,Серединний пояс,Новоград-Волинський район,0.3164,0.3455
2006,Серединний пояс,Петрівський район,0.3164,0.3524
2006,Серединний пояс,Малинський район ,0.3170,0.2382
2006,Серединний пояс,Голованівський район,0.3221,0.1289
2006,Серединний пояс,м. Миргород,0.3419,0.3935
2006,Серединний пояс,м. Новоград-Волинський,0.3423,0.3199
2006,Серединний пояс,Чутівський район,0.3464,0.3747
2006,Серединний пояс,Ульянівський район,0.3480,0.1634
2006,Серединний пояс,Новомиргородський район,0.3481,0.1604
2006,Серединний пояс,Онуфріївський район,0.3489,0.2586
2006,Серединний пояс,Новоархангельський район,0.3493,0.1544
2006,Серединний пояс,Бобринецький район,0.3561,0.1964
2006,Серединний пояс,Шишацький район,0.3594,0.2697
2006,Серединний пояс,Гребінківський район,0.3621,0.2107
2006,Серединний пояс,м. Олександрія,0.3622,0.4292
2006,Серединний пояс,Козельщинський район,0.3637,0.2498
2006,Серединний пояс,Овруцький район,0.3642,0.2810
2006,Серединний пояс,Миргородський район,0.3732,0.2299
2006,Серединний пояс,Маловисківський район,0.3736,0.3382
2006,Серединний пояс,Герцаївський район,0.3756,0.3810
2006,Серединний пояс,м. Кременчук,0.3766,0.3725
2006,Серединний пояс,Лубенський район,0.3775,0.2040
2006,Серединний пояс,Світловодський район,0.3792,0.2715
2006,Серединний пояс,Чорнухівський район,0.3821,0.1780
2006,Серединний пояс,Червоноармійський район,0.3856,0.2586
2006,Серединний пояс,Радомишльський район,0.3888,0.2440
2006,Серединний пояс,м. Жмеринка,0.3894,0.2116
2006,Серединний пояс,Коростишівський район,0.3905,0.2616
2006,Серединний пояс,Дзержинський район,0.3922,0.2241
2006,Серединний пояс,Оржицький район,0.3929,0.2334
2006,Серединний пояс,Христинівський район,0.3944,0.1822
2006,Серединний пояс,Добровеличківський район,0.3966,0.2534
2006,Серединний пояс,Глобинський район,0.3976,0.2167
2006,Серединний пояс,Кременчуцький район,0.4047,0.2885
2006,Серединний пояс,Хорольський район,0.4061,0.2069
2006,Серединний пояс,Кобиляцький район,0.4120,0.2514
2006,Серединний пояс,м. Світловодськ,0.4121,0.3561
2006,Серединний пояс,Новоселицький район,0.4133,0.2781
2006,Серединний пояс,Великобагачанський район,0.4134,0.2095
2006,Серединний пояс,Машівський район,0.4135,0.2641
2006,Серединний пояс,Зіньківський район,0.4148,0.2056
2006,Серединний пояс,Чорнобаївський район,0.4174,0.2204
2006,Серединний пояс,Черняхівський район,0.4198,0.2849
2006,Серединний пояс,Карлівський район,0.4203,0.2950
2006,Серединний пояс,Піщанський район,0.4211,0.1787
2006,Серединний пояс,Семенівський район,0.4213,0.2078
2006,Серединний пояс,м. Лубни,0.4224,0.3065
2006,Серединний пояс,Володарсько-Волинський район,0.4233,0.2749
2006,Серединний пояс,Лисянський район,0.4284,0.0984
2006,Серединний пояс,Поліський  район,0.4306,0.1729
2006,Серединний пояс,м. Сміла,0.4351,0.2680
2006,Серединний пояс,Ямпільський район,0.4356,0.1643
2006,Серединний пояс,Устинівський район,0.4381,0.2422
2006,Серединний пояс,Кіровоградський район,0.4382,0.3152
2006,Серединний пояс,Народицький район,0.4396,0.1769
2006,Серединний пояс,Ємільчинський район,0.4403,0.2937
2006,Серединний пояс,Черновецький район,0.4408,0.1170
2006,Серединний пояс,Маньківський район,0.4486,0.1415
2006,Серединний пояс,Таращанський район,0.4503,0.0748
2006,Серединний пояс,Мурованокуриловецький район,0.4533,0.1924
2006,Серединний пояс,Смілянський район,0.4546,0.1719
2006,Серединний пояс,Котелевський район,0.4565,0.2388
2006,Серединний пояс,Любарський район,0.4571,0.1742
2006,Серединний пояс,м. Житомир,0.4616,0.2968
2006,Серединний пояс,м. Могилів-Подільський,0.4621,0.3052
2006,Серединний пояс,Чуднівський район,0.4622,0.1775
2006,Серединний пояс,Решетилівський район,0.4633,0.1949
2006,Серединний пояс,м. Полтава,0.4641,0.3258
2006,Серединний пояс,Білогірський район,0.4650,0.1270
2006,Серединний пояс,Канівський район,0.4657,0.1490
2006,Серединний пояс,Ружинський район,0.4668,0.0981
2006,Серединний пояс,Жмеринський район,0.4677,0.1272
2006,Серединний пояс,Гадяцький район,0.4701,0.1506
2006,Серединний пояс,м. Бердичів,0.4709,0.3003
2006,Серединний пояс,Полтавський район,0.4717,0.2573
2006,Серединний пояс,м. Ватутіне,0.4720,0.2970
2006,Серединний пояс,Андрушівський район,0.4736,0.1963
2006,Серединний пояс,Лугинський район,0.4764,0.1583
2006,Серединний пояс,Пирятинський район,0.4774,0.1858
2006,Серединний пояс,Диканський район,0.4776,0.2306
2006,Серединний пояс,Драбівський район,0.4809,0.1266
2006,Серединний пояс,Новоукраїнський район,0.4837,0.3507
2006,Серединний пояс,Олександрійський район,0.4839,0.2495
2006,Серединний пояс,м. Кіровоград,0.4840,0.2649
2006,Серединний пояс,Долинський район,0.4851,0.3359
2006,Серединний пояс,Старокостянтинівський район,0.4852,0.2021
2006,Серединний пояс,Новосанжарський район,0.4868,0.2382
2006,Серединний пояс,Миронівський район,0.4873,0.0953
2006,Серединний пояс,м. Старокостянтинів,0.4889,0.2518
2006,Серединний пояс,Катеринопільський район,0.4891,0.1124
2006,Серединний пояс,Лохвицький район,0.4902,0.1747
2006,Серединний пояс,Віньковецький район,0.4905,0.1620
2006,Серединний пояс,Кам'янський район,0.4914,0.1755
2006,Серединний пояс,Чигиринський район,0.4926,0.0869
2006,Серединний пояс,м. Шепетівка,0.4927,0.2463
2006,Серединний пояс,Могилів-Подільський район,0.4928,0.1518
2006,Серединний пояс,Таврівський райрн,0.4930,0.1660
2006,Серединний пояс,м. Ржищів,0.4952,0.1422
2006,Серединний пояс,Чемеровецький район,0.4965,0.1119
2006,Серединний пояс,Полонський район,0.4973,0.1705
2006,Серединний пояс,Згурівський район,0.4998,0.1342
2006,Серединний пояс,Бердичівський район,0.5014,0.1995
2006,Серединний пояс,Сокирянський район,0.5022,0.2210
2006,Серединний пояс,Теплицький район,0.5036,0.1368
2006,Серединний пояс,Погребищенський район,0.5059,0.1155
2006,Серединний пояс,Баранівський район,0.5067,0.1813
2006,Серединний пояс,Чечельницький район,0.5075,0.1300
2006,Серединний пояс,Гайсинський район,0.5101,0.1291
2006,Серединний пояс,м. Київ (Печерський район),0.5105,0.2315
2006,Серединний пояс,Уманський район,0.5131,0.1236
2006,Серединний пояс,Богуславський район,0.5132,0.1241
2006,Серединний пояс,Коростенський район,0.5132,0.2128
2006,Серединний пояс,Іванківський район,0.5173,0.1470
2006,Серединний пояс,Ізяславський район,0.5203,0.1496
2006,Серединний пояс,Бершадський район,0.5230,0.1107
2006,Серединний пояс,Оратівський район,0.5232,0.0928
2006,Серединний пояс,Іллінецький район,0.5247,0.1105
2006,Серединний пояс,м. Новодністровськ,0.5266,0.2654
2006,Серединний пояс,Макарівський район,0.5289,0.1232
2006,Серединний пояс,Городищенський район,0.5309,0.1445
2006,Серединний пояс,м. Березань,0.5319,0.1662
2006,Серединний пояс,Брусилівський район,0.5323,0.1853
2006,Серединний пояс,м. Черкаси,0.5324,0.2400
2006,Серединний пояс,Золотоніський район,0.5326,0.1528
2006,Серединний пояс,Ярмолинецький район,0.5345,0.1503
2006,Серединний пояс,м. Славута,0.5390,0.2295
2006,Серединний пояс,Деражнянський район,0.5413,0.1419
2006,Серединний пояс,Волочиський район,0.5424,0.1300
2006,Серединний пояс,Новоушицький район,0.5440,0.1712
2006,Серединний пояс,Тульчинський район,0.5455,0.1025
2006,Серединний пояс,Старосинявський район,0.5483,0.1215
2006,Серединний пояс,м. Умань,0.5485,0.2299
2006,Серединний пояс,м. Київ (Шевченківський район),0.5493,0.2095
2006,Серединний пояс,м. Київ (Солом'янський район),0.5505,0.2032
2006,Серединний пояс,Гайворонський район,0.5521,0.1839
2006,Серединний пояс,Переяслав-Хмельницький район,0.5529,0.1146
2006,Серединний пояс,Корсунь-Шевченківський район,0.5554,0.1359
2006,Серединний пояс,Шаргородський район,0.5561,0.0887
2006,Серединний пояс,Попільнянський район,0.5568,0.1634
2006,Серединний пояс,м. Фастів,0.5575,0.1714
2006,Серединний пояс,Шполянський район,0.5580,0.1320
2006,Серединний пояс,Баришівський район,0.5593,0.1220
2006,Серединний пояс,Шепетівський район,0.5610,0.1370
2006,Серединний пояс,Монастирищенський район,0.5623,0.1204
2006,Серединний пояс,Сквирський район,0.5626,0.0861
2006,Серединний пояс,Дунаєвецький район,0.5639,0.1274
2006,Серединний пояс,м. Канів,0.5653,0.1920
2006,Серединний пояс,м. Козятин,0.5662,0.1272
2006,Серединний пояс,Городоцький район,0.5677,0.0914
2006,Серединний пояс,Білоцерківський район,0.5682,0.1229
2006,Серединний пояс,Тальнівський район,0.5689,0.1227
2006,Серединний пояс,Барський район,0.5702,0.1381
2006,Серединний пояс,Літинський,0.5718,0.1396
2006,Серединний пояс,Олевський район,0.5730,0.1245
2006,Серединний пояс,м. Золотоноша,0.5736,0.1975
2006,Серединний пояс,м. Київ (Дніпровський район),0.5740,0.1910
2006,Серединний пояс,м. Чернівці,0.5747,0.2175
2006,Серединний пояс,Хотинський район,0.5752,0.1543
2006,Серединний пояс,Хмільницький район,0.5766,0.0928
2006,Серединний пояс,Славутський район,0.5770,0.1238
2006,Серединний пояс,Кагарлицький район,0.5773,0.0892
2006,Серединний пояс,Кам'янець-Подільський район,0.5784,0.1372
2006,Серединний пояс,Летичівський район,0.5792,0.1402
2006,Серединний пояс,Немирівський район,0.5845,0.1048
2006,Серединний пояс,Красилівський район,0.5845,0.1193
2006,Серединний пояс,Крижопільський район,0.5845,0.1288
2006,Серединний пояс,Яготинський район,0.5849,0.1297
2006,Серединний пояс,Липовецький район,0.5855,0.1157
2006,Серединний пояс,м. Київ (Оболонський район),0.5871,0.1718
2006,Серединний пояс,Тетіївський район,0.5886,0.0857
2006,Серединний пояс,м. Київ (Подільський район),0.5890,0.1650
2006,Серединний пояс,м. Кам'янець-Подільський,0.5894,0.1655
2006,Серединний пояс,Хмельницький район,0.5897,0.1427
2006,Серединний пояс,Черкаський район,0.5912,0.1463
2006,Серединний пояс,м. Київ (Голосіївський район),0.5925,0.1637
2006,Серединний пояс,м. Бориспіль,0.5925,0.1657
2006,Серединний пояс,м. Ладижин,0.5926,0.1644
2006,Серединний пояс,м. Васильків,0.5934,0.2009
2006,Серединний пояс,Бородянський район,0.5955,0.1415
2006,Серединний пояс,Фастівський район ,0.5957,0.1337
2006,Серединний пояс,м. Біла Церква,0.5979,0.2007
2006,Серединний пояс,Жашківський район,0.5996,0.1088
2006,Серединний пояс,Теофіпольський район,0.5996,0.0776
2006,Серединний пояс,м. Ірпінь,0.5999,0.1628
2006,Серединний пояс,м. Київ (Деснянський район),0.6002,0.1646
2006,Серединний пояс,Калинівський район,0.6004,0.1247
2006,Серединний пояс,Тростянецький район,0.6013,0.1137
2006,Серединний пояс,Козятинський район,0.6024,0.1044
2006,Серединний пояс,м. Київ (Дарницький район),0.6029,0.1560
2006,Серединний пояс,м. Вінниця,0.6038,0.1682
2006,Серединний пояс,м. Хмельницький,0.6051,0.1695
2006,Серединний пояс,Глибоцький район,0.6075,0.1587
2006,Серединний пояс,Володарський район,0.6076,0.1237
2006,Серединний пояс,Звенигородський район,0.6096,0.1092
2006,Серединний пояс,м. Бровари,0.6106,0.1601
2006,Серединний пояс,Бориспільський район,0.6112,0.1023
2006,Серединний пояс,м. Переяслав-Хмельницький,0.6113,0.1319
2006,Серединний пояс,Ставищенський район,0.6132,0.0865
2006,Серединний пояс,Васильківський район,0.6163,0.1364
2006,Серединний пояс,м. Хмільник,0.6178,0.1351
2006,Серединний пояс,Вишгородський район,0.6182,0.0749
2006,Серединний пояс,м. Київ (Святошинський район),0.6198,0.1560
2006,Серединний пояс,Рокитнянський район,0.6201,0.0894
2006,Серединний пояс,Томашпільський  район,0.6202,0.1188
2006,Серединний пояс,Києво-Святошинський район,0.6259,0.1198
2006,Серединний пояс,Кельменецький район,0.6319,0.1201
2006,Серединний пояс,Вінницький район,0.6338,0.0970
2006,Серединний пояс,Броварський район,0.6395,0.1041
2006,Серединний пояс,Обухівський район,0.6455,0.1140
2006,Серединний пояс,Сторожинецький район,0.6458,0.1309
2006,Серединний пояс,Путильський район,0.6615,0.1143
2006,Серединний пояс,м. Нетішин,0.6653,0.1292
2006,Серединний пояс,Вижницький район,0.7501,0.0612
2006,Серединний пояс,Заставнівський район,0.7582,0.0693
2006,Серединний пояс,Кіцманський район,0.7684,0.0666
2007,Серединний пояс,м. Комсомольськ,0.2542,0.6101
2007,Серединний пояс,м. Коростень,0.3089,0.5296
2007,Серединний пояс,м. Знамянка,0.3400,0.5204
2007,Серединний пояс,м. Славутич,0.3446,0.5044
2007,Серединний пояс,Житомирський район,0.3733,0.3808
2007,Серединний пояс,Герцаївський район,0.3759,0.4392
2007,Серединний пояс,Олександрівський район,0.3763,0.4856
2007,Серединний пояс,м. Олександрія,0.3777,0.4874
2007,Серединний пояс,м. Новоград-Волинський,0.3823,0.3377
2007,Серединний пояс,м. Миргород,0.4140,0.4359
2007,Серединний пояс,Малинський район ,0.4214,0.3861
2007,Серединний пояс,Кіровоградський район,0.4238,0.3932
2007,Серединний пояс,Чутівський район,0.4314,0.4257
2007,Серединний пояс,Петрівський район,0.4332,0.4239
2007,Серединний пояс,Новоград-Волинський район,0.4337,0.3860
2007,Серединний пояс,Маловисківський район,0.4347,0.3194
2007,Серединний пояс,Новгородківський район,0.4422,0.3934
2007,Серединний пояс,м. Кременчук,0.4437,0.4128
2007,Серединний пояс,Новоселицький район,0.4463,0.3081
2007,Серединний пояс,Світловодський район,0.4548,0.3087
2007,Серединний пояс,Червоноармійський район,0.4629,0.3346
2007,Серединний пояс,Радомишльський район,0.4728,0.3552
2007,Серединний пояс,м. Світловодськ,0.4730,0.3977
2007,Серединний пояс,Онуфріївський район,0.4800,0.3229
2007,Серединний пояс,Шишацький район,0.4808,0.3537
2007,Серединний пояс,Черняхівський район,0.4825,0.2890
2007,Серединний пояс,Гайворонський район,0.4892,0.3350
2007,Серединний пояс,Володарсько-Волинський район,0.4897,0.3169
2007,Серединний пояс,Компаніївський район,0.4902,0.3814
